GRGR_ID,GRGR_NAME,SBSB_ID,SBSB_HIRE_DT,SBSB_EMPLOY_ID,SGSG_ID,SGSG_NAME,SBSB_ORIG_EFF_DT,MEME_ORIG_EFF_DT,MEME_SFX,MEME_FIRST_NAME,MEME_LAST_NAME,MEME_MID_INIT,MEME_SSN,CMC_MEME_MEMBER_MEME_REL,MEME_SEX,MEME_BIRTH_DT,MEMBERSTATUSCODE,MEST_TYPE,MEHD_TYPE,SBRT_SMOKER_IND,SBAD_ADDR1,SBAD_ADDR2,SBAD_ADDR3,SBAD_CITY,SBAD_STATE,SBAD_ZIP,SBAD_PHONE,SBAD_EMAIL,CSCS_ID,MCSPI_ID,DCSPI_ID,VCSPI_ID,CDHCSPI_ID,PDBL_ACCT_CAT,CSPI_ID,CSPD_CAT1,CSPD_CAT2,CSPD_CAT3,CSPD_CAT4,PDBL_ACCT_CAT1,PDBL_ACCT_CAT2,MCSPI_EFF_DT,MCSPI_TERM_DT,DCSPI_EFF_DT,DCSPI_TERM_DT,VCSPI_EFF_DT,VCSPI_TERM_DT,CDH_CSPI_EFF_DT,CDH_CSPI_TERM_DT,EAP_PDBL_EFF_DT,EAP_PDBL_TERM_DT,OT_CSPI_EFF_DT,OT_CSPI_TERM_DT,PRPR_ID,PRPR_NAME,MPCP_PAT_IND,MEPR_EFF_DT,MEPR_TERM_DT,MEME_PRX_CRED_DAYS,MEME_PREX_EFF_DT,MEME_CCC_START_DT_MEME_PRX_CRED_DAYS,MEME_CCC_END_DT_MEME_PRX_CRED_DAYS,SBEM_DEPT,DSBEM_EFF_DT,SBEM_TERM_DT,SBEM_LOC,LSBEM_EFF_DT,CMC_SBEM_EMPLOY,SBEL_MCTR_RSN_MEEL_MCTR_RSN,MEMD_HCFA_EFF_DT,CSPI_ITS_PREFIX,PDDS_MCTR_VAL1,SBEL_FI
910036150,PQR Health Care LLC,9100002871,2020-01-11T00:00:00Z,A111,S011,Taunton of VBVBV LLC - 109,2020-01-11T00:00:00Z,2019-01-11T00:00:00Z,1,Austin,Chan,G,277-21-2449,M,F,1987-03-22T00:00:00Z,Y,N,T,N,"9459 Jennifer Loaf Suite 109
Lake Matthew, IA 29742",,,Grayshire,WA,54818,3609499111,11@vc.com,A011,DPPA0000,DPPA0000,DPPA0000,DPPA0000,,DPPA0000,Y,N,Y,N,,,2020-01-11T00:00:00Z,2020-07-09T00:00:00Z,2020-01-11T00:00:00Z,2020-07-09T00:00:00Z,2020-01-11T00:00:00Z,2020-07-09T00:00:00Z,2020-01-11T00:00:00Z,2020-07-09T00:00:00Z,2020-01-11T00:00:00Z,2020-07-09T00:00:00Z,2020-01-11T00:00:00Z,2020-07-09T00:00:00Z,DGTEHDF,,N,2020-01-11T00:00:00Z,2020-07-09T00:00:00Z,0,2005-01-11T00:00:00Z,2,2,100,2020-01-11T00:00:00Z,2020-07-09T00:00:00Z,11,2020-01-11T00:00:00Z,0,3100,2018-01-11T00:00:00Z,XMP,1122,Y
910036150,PQR Health Care LLC,9100002873,2020-01-12T00:00:00Z,A112,S012,Tampa West of VBVBV LLC - 111,2020-01-12T00:00:00Z,2019-01-12T00:00:00Z,2,Kevin,Simmons,H,753-88-2551,S,M,1930-06-25T00:00:00Z,Y,N,T,Y,"027 Jonathon Estate Suite 878
North Troyport, MP 61697",,,Port Mackenziechester,ID,25142,7608808588,12@vc.com,A012,DPPA0001,DPPA0001,DPPA0001,DPPA0001,,DPPA0001,Y,N,Y,N,,,2020-01-12T00:00:00Z,2020-07-10T00:00:00Z,2020-01-12T00:00:00Z,2020-07-10T00:00:00Z,2020-01-12T00:00:00Z,2020-07-10T00:00:00Z,2020-01-12T00:00:00Z,2020-07-10T00:00:00Z,2020-01-12T00:00:00Z,2020-07-10T00:00:00Z,2020-01-12T00:00:00Z,2020-07-10T00:00:00Z,DGTEHDF,,N,2020-01-12T00:00:00Z,2020-07-10T00:00:00Z,0,2005-01-12T00:00:00Z,2,2,100,2020-01-12T00:00:00Z,2020-07-10T00:00:00Z,12,2020-01-12T00:00:00Z,0,3100,2018-01-12T00:00:00Z,XMP,1122,Y
910036150,PQR Health Care LLC,9100002876,2020-01-13T00:00:00Z,A113,S013,Wiser of VBVBV LLC - 110,2020-01-13T00:00:00Z,2019-01-13T00:00:00Z,3,Melissa,Short,H,029-68-7400,S,M,2010-03-21T00:00:00Z,Y,N,P,N,"206 Stewart Forest
Lake Karenhaven, RI 13317",,,North Charlene,ID,26520,2085015996,13@vc.com,A013,DPPA0002,DPPA0002,DPPA0002,DPPA0002,,DPPA0002,Y,N,Y,N,,,2020-01-13T00:00:00Z,2020-07-11T00:00:00Z,2020-01-13T00:00:00Z,2020-07-11T00:00:00Z,2020-01-13T00:00:00Z,2020-07-11T00:00:00Z,2020-01-13T00:00:00Z,2020-07-11T00:00:00Z,2020-01-13T00:00:00Z,2020-07-11T00:00:00Z,2020-01-13T00:00:00Z,2020-07-11T00:00:00Z,DGTEHDF,,Y,2020-01-13T00:00:00Z,2020-07-11T00:00:00Z,0,2005-01-13T00:00:00Z,2,2,100,2020-01-13T00:00:00Z,2020-07-11T00:00:00Z,13,2020-01-13T00:00:00Z,0,3100,2018-01-13T00:00:00Z,XMP,1122,N
910036150,PQR Health Care LLC,9100002877,2020-01-14T00:00:00Z,A114,S014,MosBeach of VBVBV LLC - 108,2020-01-14T00:00:00Z,2019-01-14T00:00:00Z,1,Whitney,Bass,J,651-86-3310,M,M,1981-09-09T00:00:00Z,Y,N,T,N,"217 Burton Brooks Suite 714
Lake Abigail, SD 85034",,,Darinberg,ID,36992,9065115467,14@vc.com,A014,DPPA0006,DPPA0006,DPPA0006,DPPA0006,,DPPA0006,Y,N,Y,N,,,2020-01-14T00:00:00Z,2020-07-12T00:00:00Z,2020-01-14T00:00:00Z,2020-07-12T00:00:00Z,2020-01-14T00:00:00Z,2020-07-12T00:00:00Z,2020-01-14T00:00:00Z,2020-07-12T00:00:00Z,2020-01-14T00:00:00Z,2020-07-12T00:00:00Z,2020-01-14T00:00:00Z,2020-07-12T00:00:00Z,DGTEHDF,,Y,2020-01-14T00:00:00Z,2020-07-12T00:00:00Z,0,2005-01-14T00:00:00Z,2,2,100,2020-01-14T00:00:00Z,2020-07-12T00:00:00Z,14,2020-01-14T00:00:00Z,0,250,2018-01-14T00:00:00Z,XMP,1122,N
910036150,PQR Health Care LLC,9100002880,2020-01-15T00:00:00Z,A115,S015,Kellug of VBVBV LLC - 106,2020-01-15T00:00:00Z,2019-01-15T00:00:00Z,1,Lauren,Atkins,K,890-84-7549,M,M,1958-05-08T00:00:00Z,Y,N,T,N,"34855 Meghan Squares
Josephmouth, SC 57575",,,Monicaburgh,ID,27743,9062918989,15@vc.com,A015,MCC00000,MCC00000,MCC00000,MCC00000,,MCC00000,Y,N,Y,N,,,2020-01-15T00:00:00Z,2020-07-13T00:00:00Z,2020-01-15T00:00:00Z,2020-07-13T00:00:00Z,2020-01-15T00:00:00Z,2020-07-13T00:00:00Z,2020-01-15T00:00:00Z,2020-07-13T00:00:00Z,2020-01-15T00:00:00Z,2020-07-13T00:00:00Z,2020-01-15T00:00:00Z,2020-07-13T00:00:00Z,DGTEHDF,,Y,2020-01-15T00:00:00Z,2020-07-13T00:00:00Z,0,2005-01-15T00:00:00Z,2,2,100,2020-01-15T00:00:00Z,2020-07-13T00:00:00Z,15,2020-01-15T00:00:00Z,0,3100,2018-01-15T00:00:00Z,XMP,1122,N
910036150,PQR Health Care LLC,9100002883,2020-01-16T00:00:00Z,A116,S016,Napa of VBVBV LLC - 112,2020-01-16T00:00:00Z,2019-01-16T00:00:00Z,1,Kevin,Hahn,S,418-50-6287,M,M,1916-04-14T00:00:00Z,Y,N,T,N,"22455 Higgins Junction Apt. 042
New Keith, MO 72391",,,West Danny,ID,96251,4088911916,16@vc.com,A016,MPP00008,MPP00008,MPP00008,MPP00008,,MPP00008,Y,N,Y,N,,,2020-01-16T00:00:00Z,2020-07-14T00:00:00Z,2020-01-16T00:00:00Z,2020-07-14T00:00:00Z,2020-01-16T00:00:00Z,2020-07-14T00:00:00Z,2020-01-16T00:00:00Z,2020-07-14T00:00:00Z,2020-01-16T00:00:00Z,2020-07-14T00:00:00Z,2020-01-16T00:00:00Z,2020-07-14T00:00:00Z,DGTEHDF,,N,2020-01-16T00:00:00Z,2020-07-14T00:00:00Z,0,2005-01-16T00:00:00Z,2,2,100,2020-01-16T00:00:00Z,2020-07-14T00:00:00Z,16,2020-01-16T00:00:00Z,0,3100,2018-01-16T00:00:00Z,XMP,1122,Y
910036150,PQR Health Care LLC,9100002987,2020-01-17T00:00:00Z,A117,S017,Busy of VBVBV LLC - 113,2020-01-17T00:00:00Z,2019-01-17T00:00:00Z,2,Carmen,Smith,,136-81-5307,W,F,1922-02-22T00:00:00Z,Y,N,T,N,"2814 Houston Hills
Rodriguezside, PW 63569",,,Rogersmouth,ID,16796,9099115467,17@vc.com,A017,MPP00015,MPP00015,MPP00015,MPP00015,,MPP00015,Y,N,Y,N,,,2020-01-17T00:00:00Z,2020-07-15T00:00:00Z,2020-01-17T00:00:00Z,2020-07-15T00:00:00Z,2020-01-17T00:00:00Z,2020-07-15T00:00:00Z,2020-01-17T00:00:00Z,2020-07-15T00:00:00Z,2020-01-17T00:00:00Z,2020-07-15T00:00:00Z,2020-01-17T00:00:00Z,2020-07-15T00:00:00Z,DGTEHDF,,N,2020-01-17T00:00:00Z,2020-07-15T00:00:00Z,0,2005-01-17T00:00:00Z,2,2,100,2020-01-17T00:00:00Z,2020-07-15T00:00:00Z,17,2020-01-17T00:00:00Z,0,3100,2018-01-17T00:00:00Z,XMP,1122,Y
910036150,PQR Health Care LLC,9100003001,2020-01-18T00:00:00Z,A118,S018,The Dove of VBVBV - 114,2020-01-18T00:00:00Z,2019-01-18T00:00:00Z,3,Kristine,Gibson,,078-06-0656,S,M,1973-12-24T00:00:00Z,Y,N,T,N,"0452 Courtney Lane Apt. 113
North Paul, CT 52118",,,Shanefort,ID,77163,9062988989,18@vc.com,A018,MPP00020,MPP00020,MPP00020,MPP00020,,MPP00020,Y,N,Y,N,,,2020-01-18T00:00:00Z,2020-07-16T00:00:00Z,2020-01-18T00:00:00Z,2020-07-16T00:00:00Z,2020-01-18T00:00:00Z,2020-07-16T00:00:00Z,2020-01-18T00:00:00Z,2020-07-16T00:00:00Z,2020-01-18T00:00:00Z,2020-07-16T00:00:00Z,2020-01-18T00:00:00Z,2020-07-16T00:00:00Z,DGTEHDF,,N,2020-01-18T00:00:00Z,2020-07-16T00:00:00Z,0,2005-01-18T00:00:00Z,2,2,100,2020-01-18T00:00:00Z,2020-07-16T00:00:00Z,18,2020-01-18T00:00:00Z,0,3100,2018-01-18T00:00:00Z,XMP,1122,N
910036150,PQR Health Care LLC,9100003004,2020-01-19T00:00:00Z,A119,S019,Annette Healthcare of VBVBV in Payette - 118,2020-01-19T00:00:00Z,2019-01-19T00:00:00Z,4,Anthony,Navarro,,458-56-6833,D,F,1911-11-30T00:00:00Z,Y,N,T,Y,"1534 Ryan Knolls
North Lynntown, MH 69420",,,Goodwinborough,MT,16086,4088911988,19@vc.com,A019,MPPH0000,MPPH0000,MPPH0000,MPPH0000,,MPPH0000,Y,N,Y,N,,,2020-01-19T00:00:00Z,2020-07-17T00:00:00Z,2020-01-19T00:00:00Z,2020-07-17T00:00:00Z,2020-01-19T00:00:00Z,2020-07-17T00:00:00Z,2020-01-19T00:00:00Z,2020-07-17T00:00:00Z,2020-01-19T00:00:00Z,2020-07-17T00:00:00Z,2020-01-19T00:00:00Z,2020-07-17T00:00:00Z,DGTEHDF,,Y,2020-01-19T00:00:00Z,2020-07-17T00:00:00Z,0,2005-01-19T00:00:00Z,2,2,100,2020-01-19T00:00:00Z,2020-07-17T00:00:00Z,19,2020-01-19T00:00:00Z,0,250,2018-01-19T00:00:00Z,XMP,1122,N
910036150,PQR Health Care LLC,9100003007,2020-01-20T00:00:00Z,A120,S020,Harbour Valley of VBVBV in Boise - 117,2020-01-20T00:00:00Z,2019-01-20T00:00:00Z,1,Jesse,Cantu,A,146-24-7440,M,M,1923-02-09T00:00:00Z,Y,N,T,N,"03921 Stephen Lake Apt. 197
New Richard, TX 55975",,,Sheltonmouth,ID,65832,9022115467,20@vc.com,A020,RCC00000,RCC00000,RCC00000,RCC00000,,RCC00000,Y,N,Y,N,,,2020-01-20T00:00:00Z,2020-07-18T00:00:00Z,2020-01-20T00:00:00Z,2020-07-18T00:00:00Z,2020-01-20T00:00:00Z,2020-07-18T00:00:00Z,2020-01-20T00:00:00Z,2020-07-18T00:00:00Z,2020-01-20T00:00:00Z,2020-07-18T00:00:00Z,2020-01-20T00:00:00Z,2020-07-18T00:00:00Z,DGTEHDF,,Y,2020-01-20T00:00:00Z,2020-07-18T00:00:00Z,0,2005-01-20T00:00:00Z,2,2,100,2020-01-20T00:00:00Z,2020-07-18T00:00:00Z,20,2020-01-20T00:00:00Z,0,250,2018-01-20T00:00:00Z,XMP,1122,Y
910036150,PQR Health Care LLC,9100003010,2020-01-21T00:00:00Z,A121,S021,Tripple Falls Transitional Care of VBVBV - 116,2020-01-21T00:00:00Z,2019-01-21T00:00:00Z,2,Ivan,Young,,382-54-0758,W,F,1925-10-23T00:00:00Z,Y,N,T,N,"Unit 3893 Box 0555
DPO AE 69327",,,Port Jonathan,ID,20935,9062088989,21@vc.com,A021,RPP00008,RPP00008,RPP00008,RPP00008,,RPP00008,Y,N,Y,N,,,2020-01-21T00:00:00Z,2020-07-19T00:00:00Z,2020-01-21T00:00:00Z,2020-07-19T00:00:00Z,2020-01-21T00:00:00Z,2020-07-19T00:00:00Z,2020-01-21T00:00:00Z,2020-07-19T00:00:00Z,2020-01-21T00:00:00Z,2020-07-19T00:00:00Z,2020-01-21T00:00:00Z,2020-07-19T00:00:00Z,DGTEHDF,,Y,2020-01-21T00:00:00Z,2020-07-19T00:00:00Z,0,2005-01-21T00:00:00Z,2,2,100,2020-01-21T00:00:00Z,2020-07-19T00:00:00Z,21,2020-01-21T00:00:00Z,0,250,2018-01-21T00:00:00Z,XMP,1122,N
